,SMILES,LogS (Format),cLogS,SD,Reference,Overlapping
11626,CC(C)(C)CC(C)(C)C1CCC(=NO)C(C1)=NO,-6.406,-4.745467783512309,0.0004999999999997229,Wang et al. 2009,Overlap
11629,C[NH2+]C(Cc1ccc(O)c(O)c1)C([O-])=O,-1.022,-1.02173850331253,-1.0,Wang et al. 2009,Overlap
11630,ON(C(=O)c1cccc2ccccc12)c1ccccc1,-3.943,-4.005963297207748,0.0002121320343557839,Wang et al. 2009,Overlap
11632,CC(=O)NC(CSc1ccc(Cl)c(Cl)c1)C([O-])=O,-2.885,-2.9275960758144026,0.0009380831519648035,Wang et al. 2009,Overlap
11636,[O-]C(=O)CCNC(=O)Nc1ccc(cc1)[N+]([O-])=O,-2.703,-2.4151082615756003,0.0008660254037845143,Wang et al. 2009,Overlap
11640,CC(=O)NC(CSc1c(Cl)cccc1Cl)C([O-])=O,-2.311,-2.774808347814159,-1.0,Wang et al. 2009,Overlap
11641,Oc1ccc(CC(N(CCC#N)CCC#N)C([O-])=O)cc1,-1.679,-1.3208632171344166,-1.0,Wang et al. 2009,Overlap
11642,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CCC([O-])=O,-5.083,-4.32509209350366,-1.0,Wang et al. 2009,Overlap
11643,[O-]C(=O)CN1C(Cc2ccccc2)C(=O)N(C1=O)c1ccccc1,-2.908,-2.858674132837078,-1.0,Wang et al. 2009,Overlap
11644,CC1(C)C2CCC(C2)C(=O)C1=O,-1.523,-1.014764393717311,-1.0,Wang et al. 2009,Overlap
11645,CCOC(=O)C(O)c1ccccc1,-1.256,-0.9891826726176548,-1.0,Wang et al. 2009,Overlap
11646,CC1(C2CCC1(C)C(=O)C2)C([O-])=O,-1.781,-1.2715748828252866,-1.0,Wang et al. 2009,Overlap
11647,CC1(C)C2CCC1(C)C(=NO)C2=NO,-2.523,-2.5364486300439726,-1.0,Wang et al. 2009,Overlap
11648,CC(C([O-])=O)S(=O)(=O)c1ccccc1,-0.885,-1.4723160043635202,-1.0,Wang et al. 2009,Overlap
11649,CC(O)C(NC(=O)c1ccccc1)C([O-])=O,-1.225,-1.095887786212411,-1.0,Wang et al. 2009,Overlap
11650,[O-]C(=O)CSC(C([O-])=O)c1ccccc1,-1.225,-1.2602852079546345,0.0345333655083506,Wang et al. 2009,Overlap
11654,CC(CC(=O)Nc1ccccc1)C([O-])=O,0.385,-1.5986753268750722,-1.0,Wang et al. 2009,Overlap
11655,CCN(CC)C(=O)C(C)OC(=O)c1ccccc1,-2.096,-1.932866001162598,0.07607371863309073,Wang et al. 2009,Overlap
11661,CC(C(=O)N(C)C)S(=O)(=O)c1ccccc1,-0.865,-0.9422707575642908,-1.0,Wang et al. 2009,Overlap
11662,COC(C)C(NC(=O)c1ccccc1)C([O-])=O,-1.74,-1.4162305585509674,-1.0,Wang et al. 2009,Overlap
11663,[O-]C(=O)C[NH2+]C(Cc1ccccc1)C([O-])=O,-2.158,-2.0859526539292848,-1.0,Wang et al. 2009,Overlap
11664,CC(Oc1cc(Cl)c(Cl)cc1Cl)C([O-])=O,-3.551,-3.1663280152122213,0.20943824751895138,Wang et al. 2009,Overlap
11671,CC(NC(=O)c1cccc(c1)[N+]([O-])=O)C([O-])=O,-1.795,-1.9213066378174508,-1.0,Wang et al. 2009,Overlap
11672,Oc1ccc(CC([NH2+]CC([O-])=O)C([O-])=O)cc1,-2.594,-1.7390416847131556,0.0028284271247461922,Wang et al. 2009,Overlap
11674,CC(=O)C=C(C)NC1CCCCC1NC(C)=CC(C)=O,-2.111,-2.010489490007928,0.2378683109061259,Wang et al. 2009,Overlap
11677,OCC(O)C(O)C(O)C=NN(c1ccccc1)c1ccccc1,-3.102,-3.2159472589973177,-1.0,Wang et al. 2009,Overlap
11678,CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.155,-4.055990955844409,-1.0,Wang et al. 2009,Overlap
11679,Cc1ccc(cc1)C1(O)CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1,-4.347,-2.9827075511490024,0.00017320508075699685,Wang et al. 2009,Overlap
11682,[O-]C(=O)C(SCCSC(C([O-])=O)c1ccccc1)c1ccccc1,-3.409,-2.951842598478771,-1.0,Wang et al. 2009,Overlap
11683,[NH3+]C(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC([O-])=O,-1.469,-0.977421094449466,0.0009192388155424105,Wang et al. 2009,Overlap
11685,CN1N(C(=O)C(NC(=O)Nc2ccccc2)=C1C)c1ccccc1,-2.304,-3.301732379961356,0.0,Wang et al. 2009,Overlap
11687,CCC1(C(=O)NC(=O)N(CC(O)CO)C1=O)c1ccccc1,-1.787,-1.8703544115087365,0.0,Wang et al. 2009,Overlap
11689,CC(C)CC(=O)c1ccc(O)c(C)c1,-1.983,-2.584669942762644,-1.0,Wang et al. 2009,Overlap
11690,CC1CCC(C)C(=NO)C1=NO,-1.324,-1.2786946585519523,-1.0,Wang et al. 2009,Overlap
11691,CCC1CCC(=NO)C(C1)=NO,-1.833,-2.3870689054808527,-1.0,Wang et al. 2009,Overlap
11692,COc1cc(O)c(CC=C(C)C)c2OC(CC(=O)c12)c1ccc(O)cc1,-5.436,-4.180814462615348,-1.0,Wang et al. 2009,Overlap
11693,CCOC(=O)c1ccc(O)c(Br)c1,-3.389,-2.45917425894104,-1.0,Wang et al. 2009,Overlap
11694,NC(=O)Cc1ccc(cc1)-c1ccccc1,-3.325,-3.2695515708445173,-1.0,Wang et al. 2009,Overlap
11695,CCCOC(=O)c1ccc(O)c(Cl)c1,-3.378,-2.714535060844141,-1.0,Wang et al. 2009,Overlap
11696,CCCOC(=O)c1ccc(O)c(Br)c1,-3.51,-2.867261975811147,-1.0,Wang et al. 2009,Overlap
11697,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,-3.072,-3.4600314410132453,-1.0,Wang et al. 2009,Overlap
11698,Nc1cc(ccc1OCC=C)[N+]([O-])=O,-2.798,-2.731813838217737,-1.0,Wang et al. 2009,Overlap
11699,COc1ccc(cc1)N(C)C(N)=O,-1.161,-1.235318857549902,-1.0,Wang et al. 2009,Overlap
11700,CCO[P+]([S-])(OCC)Oc1ccc2C(C)=C(Cl)C(=O)Oc2c1,-6.237,-2.158633319898248,-1.0,Wang et al. 2009,Overlap
11701,NC(=O)NN=CCOC1CCCCC1,-1.743,-2.0104732743442386,-1.0,Wang et al. 2009,Overlap
11702,CCOc1ccc(cc1)N(C)C(N)=O,-1.658,-1.4814470720711834,-1.0,Wang et al. 2009,Overlap
11703,CCCCOc1ccc(cc1N)[N+]([O-])=O,-3.818,-3.3894484016923383,-1.0,Wang et al. 2009,Overlap
11704,COc1ccc(C)cc1S(N)(=O)=O,-1.526,-1.9531988630889696,-1.0,Wang et al. 2009,Overlap
11705,CCCCOC(=O)c1ccc(O)c(Cl)c1,-3.514,-3.05672430020016,-1.0,Wang et al. 2009,Overlap
11706,CCCCOC(=O)c1ccc(O)c(Br)c1,-3.673,-3.235714977559939,-1.0,Wang et al. 2009,Overlap
11707,Cc1cc(Cl)ccc1OCC([O-])=S,-3.16,-2.9020077112741407,-1.0,Wang et al. 2009,Overlap
11708,CCCCCOC(=O)c1ccc(O)c(Cl)c1,-3.954,-3.5782076937490084,-1.0,Wang et al. 2009,Overlap
11709,CCCCCOC(=O)c1ccc(O)c(Br)c1,-4.096,-3.785301713800191,-1.0,Wang et al. 2009,Overlap
11710,CCCCCOC(=O)c1ccc(O)c(I)c1,-4.223,-3.836170869187717,-1.0,Wang et al. 2009,Overlap
11711,CC(C)Oc1ccc(cc1N)[N+]([O-])=O,-2.657,-3.07008449545054,-1.0,Wang et al. 2009,Overlap
11712,Oc1ccc(c(c1)-c1ccccc1)[N+]([O-])=O,-3.634,-3.5257331876562343,-1.0,Wang et al. 2009,Overlap
11713,CC(C(N)=O)S(=O)(=O)c1ccccc1,-1.639,-1.673200181036505,-1.0,Wang et al. 2009,Overlap
11714,[O-]c1cccc(-c2ccccc2)c1[N+]([O-])=O,-3.953,-3.854473749893585,-1.0,Wang et al. 2009,Overlap
11715,CCOc1ccc(cc1)N(CC)C(N)=O,-1.854,-1.7215473197472575,-1.0,Wang et al. 2009,Overlap
11716,[O-]C(=S)COc1ccc(Cl)cc1Cl,-2.685,-2.9848352300254737,-1.0,Wang et al. 2009,Overlap
11717,CCCCCCOC(=O)c1ccc(O)c(Cl)c1,-4.087,-4.182576885384977,-1.0,Wang et al. 2009,Overlap
11718,CCCCCCOC(=O)c1ccc(O)c(Br)c1,-4.224,-4.390180668185785,-1.0,Wang et al. 2009,Overlap
11719,CCCCCCOC(=O)c1ccc(O)c(I)c1,-4.428,-4.384707194586227,-1.0,Wang et al. 2009,Overlap
11720,COc1cccc(OCC(O)CO)c1OC,-2.997,-1.2207244853877064,-1.0,Wang et al. 2009,Overlap
11721,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,-3.411,-3.684788991132035,-1.0,Wang et al. 2009,Overlap
11722,CN(C)c1ccc(cc1C([O-])=O)C([O-])=O,-2.015,-2.038059966064471,-1.0,Wang et al. 2009,Overlap
11723,CCCCCCCOC(=O)c1ccc(O)c(Cl)c1,-4.228,-4.706568330213799,-1.0,Wang et al. 2009,Overlap
11724,CCCCCCCOC(=O)c1ccc(O)c(Br)c1,-4.419,-4.898349610459259,-1.0,Wang et al. 2009,Overlap
11725,CCCCCCCOC(=O)c1ccc(O)c(I)c1,-4.559,-4.871508701847858,-1.0,Wang et al. 2009,Overlap
11726,COc1cc(C([O-])=O)c(cc1O)C([O-])=O,-1.209,-1.318222674949744,-1.0,Wang et al. 2009,Overlap
11727,Oc1cccc(c1)S(=O)(=O)c1ccccc1[O-],-2.285,-2.64602274803428,-1.0,Wang et al. 2009,Overlap
11728,Oc1cccc(c1)S(=O)(=O)c1cccc(O)c1,-2.33,-2.66441258180116,-1.0,Wang et al. 2009,Overlap
11729,CS(=O)(=O)[N-]S(=O)(=O)C1CCCCC1,-0.33,-0.4861160301503062,-1.0,Wang et al. 2009,Overlap
11730,CCCCCCCCOC(=O)c1ccc(O)c(Cl)c1,-4.375,-5.07380350384094,-1.0,Wang et al. 2009,Overlap
11731,CCCCCCCCOC(=O)c1ccc(O)c(Br)c1,-4.518,-5.244819389944246,-1.0,Wang et al. 2009,Overlap
11732,CCCCCCCCOC(=O)c1ccc(O)c(I)c1,-4.672,-5.202861222727108,-1.0,Wang et al. 2009,Overlap
11733,CC[NH+](CC)C(C)C(C)OC(=O)c1ccc(N)cc1,-3.42,-2.1493681981233896,-1.0,Wang et al. 2009,Overlap
11734,CCCCOC(=O)c1ccc(NC(C)=O)cc1,-3.458,-3.47277427296596,0.0014142135623729393,Wang et al. 2009,Overlap
11736,[O-]C(=S)COc1cc(Cl)c(Cl)cc1Cl,-2.957,-3.686762835923581,-1.0,Wang et al. 2009,Overlap
11737,CC(=O)OC1C(OC2OC(C)(C)OC12)C1COC(C)(C)O1,-1.523,-1.824834157694205,5.773502691895622e-05,Wang et al. 2009,Overlap
11740,OC(COc1ccccc1)C(=O)Nc1ccccc1,-2.41,-2.7746933437162773,-1.0,Wang et al. 2009,Overlap
11741,CCOc1ccccc1C(=O)N(O)c1ccccc1,-3.369,-3.147990263958377,0.0,Wang et al. 2009,Overlap
11743,Nc1ccc(cc1)S(=O)(=O)c1ccc(NCC[NH3+])cc1,-2.351,-2.5050175205310103,-1.0,Wang et al. 2009,Overlap
11744,[O-][N+](=O)[C-]1C(=O)CC(CC1=O)c1ccccc1,-1.669,-2.6901178442707883,0.00011547005383791243,Wang et al. 2009,Overlap
11748,Nc1ccc(cc1)S(=O)(=O)NC(CO)(CO)CO,-1.396,-1.1866004076248386,-1.0,Wang et al. 2009,Overlap
11749,CNC(=[NH2+])NS(=O)(=O)c1ccc2ccccc2c1,-3.1,-2.551718563245973,-1.0,Wang et al. 2009,Overlap
11750,CC(C)(NC(=O)c1ccccc1)C(=O)NCC([O-])=O,-0.56,-1.3560982052808854,-1.0,Wang et al. 2009,Overlap
11751,Oc1ccc(cc1)N=Nc1cccc(Cl)c1C([O-])=O,-2.995,-3.629263054427205,-1.0,Wang et al. 2009,Overlap
11752,CC[NH+](CC)CCOC(=O)c1ccc(NC(C)=O)cc1,-1.645,-2.1159241475788853,0.003535533905932662,Wang et al. 2009,Overlap
11754,CCOC(=O)Cc1sc([N-]S(=O)(=O)c2ccc(N)cc2)nc1C,-2.877,-3.017091122474925,-1.0,Wang et al. 2009,Overlap
11755,Cc1ccc2ccccc2c1NS(=O)(=O)c1ccc(N)cc1,-4.495,-4.183935290771159,-1.0,Wang et al. 2009,Overlap
11756,Cc1ccc(NC(=O)C(O)(O)C(=O)Nc2ccc(C)cc2)cc1,-3.097,-3.1211691439535136,0.001767766952966331,Wang et al. 2009,Overlap
11758,[O-]C(=O)C([NH2+]CCCCC[NH2+]C(C([O-])=O)c1ccccc1)c1ccccc1,-2.022,-1.9240570479946628,-1.0,Wang et al. 2009,Overlap
11759,OCCc1ccc(O)c(c1)[N+]([O-])=O,-1.156,-1.7344491476566548,0.00023094010767582486,Wang et al. 2009,Overlap
11763,Nc1nc(O)c2ncn(C3CC(CO)C=C3)c2n1,-2.3,-2.012326807156461,-1.0,Wang et al. 2009,Overlap
11764,NS(=O)(=O)c1cc(co1)S(=O)(=O)c1ccc(O)cc1,-2.403,-2.257744349603424,0.00017320508075699683,Wang et al. 2009,Overlap
11767,NS(=O)(=O)c1cc(cs1)S(=O)(=O)c1ccc(O)cc1,-3.027,-2.4489372280014097,0.1281717597600969,Wang et al. 2009,Overlap
11770,COc1ccc(cc1)S(=O)(=O)c1coc(c1)S(N)(=O)=O,-3.024,-2.503516060010077,0.0,Wang et al. 2009,Overlap
11773,COc1ccc(cc1)S(=O)(=O)c1csc(c1)S(N)(=O)=O,-4.222,-2.65444359028548,0.0,Wang et al. 2009,Overlap
11776,NS(=O)(=O)c1cc(cs1)S(=O)(=O)c1cccc(O)c1,-2.719,-2.517245780003344,0.0,Wang et al. 2009,Overlap
11779,[NH3+]C(CCCCNC(=O)OCC1c2ccccc2-c2ccccc12)C([O-])=O,-2.997,-3.517243188347817,-1.0,Wang et al. 2009,Overlap
11780,CC(C)C[NH2+]Cc1ccc(cc1)S(=O)(=O)c1csc(c1)S(N)(=O)=O,-1.159,-2.0093036852454227,-1.0,Wang et al. 2009,Overlap
11781,Cc1ccc(cc1)S(=O)(=O)[N-]Cl,-0.357,-1.2594142344252848,-1.0,Wang et al. 2009,Overlap
11782,COc1c(O)c(OC)c(Cl)cc1Cl,-2.961,-2.338943461002701,-1.0,Wang et al. 2009,Overlap
11783,Nc1ncc2ncn(COCCO)c2n1,-1.078,-0.8082320815079109,0.0011547005383792527,Wang et al. 2009,Overlap
11786,CC1=CC2OC3CC(O)C(C)(C33CO3)C2(CO)CC1,-2.606,-1.8422793259855208,-1.0,Wang et al. 2009,Overlap
11787,CC(C)(C)N1C=C(C([O-])=O)C(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1,-3.426,-2.8749776514119825,-1.0,Wang et al. 2009,Overlap
11788,CCO[P+](O)(Cc1ccc(cc1)-c1nc2ccccc2s1)OCC,-4.002,-1.499211194222016,-1.0,Wang et al. 2009,New
11789,C[NH+]1CC2C(C1)c1cc(Cl)ccc1Oc1ccccc21,-2.125,-3.09034426664704,-1.0,Wang et al. 2009,Overlap
11790,[O-][N+](=O)c1ccc(o1)-c1nc2cc(F)ccc2[nH]1,-4.0,-4.329499181084323,-1.0,Wang et al. 2009,Overlap
11791,[O-]S(=O)(=O)c1ccc2ccccc2c1,-1.265,-1.1949190430974883,0.869348825270961,Wang et al. 2009,New
11795,COc1ccc2nccc(C(O)C3CC4CC[NH+]3CC4C#C)c2c1,-2.118,-2.6371722765833594,-1.0,Wang et al. 2009,Overlap
11796,CCCCCCCCCCSC(N)=[NH2+],-2.71,-1.817849604112204,-1.0,Wang et al. 2009,Overlap
11797,CCOC(=O)N1CCN(C)CC1,1.128,0.6412466558931942,-1.0,Wang et al. 2009,Overlap
11798,CCOC(=O)N1CC(C)[NH2+]CC1C,0.652,0.4695574074841433,-1.0,Wang et al. 2009,Overlap
11799,Cc1ccc2[nH+]c3ccccc3c(N)c2c1,-2.389,-1.6281389129569106,-1.0,Wang et al. 2009,Overlap
11800,CS(=O)(=O)c1ccc(cc1)C(N)=[NH2+],-1.382,-1.3564928780445795,-1.0,Wang et al. 2009,Overlap
11801,CC1CN(C(C)CN1C(N)=[NH2+])C(N)=[NH2+],0.024,-0.3677741165452417,-1.0,Wang et al. 2009,Overlap
11802,Nc1c2ccccc2[nH+]c2ccc(F)cc12,-2.396,-1.5788353249302425,-1.0,Wang et al. 2009,Overlap
11803,Nc1c2ccccc2[nH+]c2cc(F)ccc12,-2.122,-1.7702637770695795,-1.0,Wang et al. 2009,Overlap
11804,Nc1c2ccccc2[nH+]c2c(F)cccc12,-1.655,-1.945073716213563,-1.0,Wang et al. 2009,Overlap
11805,Nc1c2ccccc2[nH+]c2cccc(F)c12,-0.949,-1.7407894721592008,-1.0,Wang et al. 2009,Overlap
11806,Nc1c2ccccc2[nH+]c2cccc(Cl)c12,-1.578,-2.080428609446357,-1.0,Wang et al. 2009,Overlap
11807,Nc1c2ccccc2[nH+]c2ccc(Cl)cc12,-2.424,-1.9797711138824647,-1.0,Wang et al. 2009,Overlap
11808,Nc1c2ccccc2[nH+]c2cc(Cl)ccc12,-1.725,-2.1967248758507427,-1.0,Wang et al. 2009,Overlap
11809,CCN(CC)NC(=O)Nc1c(C)cccc1C,-1.092,-1.7318785526992526,-1.0,Wang et al. 2009,Overlap
11810,OC(C1CC[NH2+]CC1)(c1ccccc1)c1ccccc1,-1.386,-1.678228685830756,-1.0,Wang et al. 2009,Overlap
11811,CN1CC[NH+](CC1)C(c1ccccc1)c1ccccc1,-1.527,-2.46855862768341,0.4494167284751797,Wang et al. 2009,Overlap
11815,Nc1c2ccccc2[nH+]c2cccc([N+]([O-])=O)c12,-1.838,-2.418227990364382,-1.0,Wang et al. 2009,Overlap
11816,C(C[NH2+]C1CCCCC1)[NH2+]C1CCCCC1,-0.98,-1.1762997508183597,-1.0,Wang et al. 2009,Overlap
11817,Nc1c2ccccc2[nH+]c2cccc(c12)C(F)(F)F,-2.475,-1.974344775644309,-1.0,Wang et al. 2009,Overlap
11818,CC(CC[NH2+]CC[NH2+]CCC(C)CC(C)(C)C)CC(C)(C)C,-2.243,-3.466448583786998,-1.0,Wang et al. 2009,Overlap
11819,OC(C[NH+]1CCCCC1)c1ccc(Cl)c2ccccc12,-1.545,-2.706563541922342,-1.0,Wang et al. 2009,Overlap
11820,Nc1c2ccccc2[nH+]c2cc(ccc12)C(F)(F)F,-2.174,-2.311425582787489,-1.0,Wang et al. 2009,Overlap
11821,CC[NH+](CC)CCC(C)(O)c1ccc(OC)c2ccccc12,-1.684,-2.4452563754095804,-1.0,Wang et al. 2009,Overlap
11822,NC(=[NH2+])c1ccc(CCc2ccc(o2)C(N)=[NH2+])o1,-1.023,-1.0920652870498375,-1.0,Wang et al. 2009,Overlap
11823,CCOc1ccc(cc1)C(=O)OCC[NH2+]C(C)c1ccccc1,-1.493,-2.784382310130741,-1.0,Wang et al. 2009,Overlap
11824,Cc1ccccc1NC(=O)C(=O)C(=O)Nc1ccccc1C,-2.196,-3.420883187213806,-1.0,Wang et al. 2009,Overlap
11825,[O-]N=C1[C-](C(=O)c2ccccc12)[N+]([O-])=O,-2.682,-3.13208807447098,-1.0,Wang et al. 2009,New
11826,OC1(CC[NH+](CCCC(=O)c2ccccc2)CC1)c1ccccc1,-2.682,-2.4344887281019787,0.7972052767846768,Wang et al. 2009,Overlap
11829,Cc1ccc(cc1)C1(O)CC[NH+](CCCC(=O)c2ccccc2)CC1,-1.619,-2.722721162468067,-1.0,Wang et al. 2009,Overlap
11830,C[NH+](C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O,-1.492,-2.506670247084198,-1.0,Wang et al. 2009,Overlap
11831,C(C[NH2+]Cc1ccccc1)NCc1ccccc1,-1.206,-1.9000606828624005,0.290166762397074,Wang et al. 2009,Overlap
11835,OC1(CC[NH+](CCCC(=O)c2ccccc2)CC1)c1ccc(F)cc1,-2.967,-2.6512515781144894,0.8025746154304491,Wang et al. 2009,Overlap
11838,OC1(CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1)c1ccccc1,-2.871,-2.7001012134459046,0.8817621561396249,Wang et al. 2009,New
11840,OC1(CC[NH+](CCCC(=O)c2ccccc2)CC1)c1ccc(Cl)cc1,-3.351,-2.911270977867136,0.783926221018279,Wang et al. 2009,Overlap
11843,Nc1cc(cc(c1)S([O-])(=O)=O)C([O-])=O,-0.942,-0.9374154030772311,-1.0,Wang et al. 2009,Overlap
11844,[O-]C1=C(C(=O)c2ccccc12)S([O-])(=O)=O,-2.232,-0.2555650219158512,-1.0,Wang et al. 2009,New
11845,OC(C1CCCC[NH2+]1)(c1ccccc1)c1ccccc1,-1.903,-2.0793881959735407,-1.0,Wang et al. 2009,Overlap
11846,Cc1cccc(C[NH+]2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,-4.631,-4.287476426054185,-1.0,Wang et al. 2009,Overlap
11847,OC1(CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,-2.83,-2.9182773813688545,0.7766516078654571,Wang et al. 2009,Overlap
11850,C[NH+]1CCC23C4CCCC2C1Cc1ccc(OCc2ccccc2)c(O4)c31,-4.22,-4.005843328780622,-1.0,Wang et al. 2009,Overlap
11851,CC(Sc1ccccc1)S([O-])(=O)=O,-0.493,-0.73982836554746,-1.0,Wang et al. 2009,Overlap
11852,[O-]S(=O)(=O)CCSc1ccccc1,-1.531,-1.1014404142381138,-1.0,Wang et al. 2009,Overlap
11853,Nc1ccc(cc1)S(=O)(=O)Nc1ccccc1C([O-])=O,-0.798,-2.961157569677386,-1.0,Wang et al. 2009,Overlap
11854,C[NH+]1CCC23C=CC=CC2C1Cc1ccc(O)c(O)c31,-1.721,-1.6487099939765495,-1.0,Wang et al. 2009,Overlap
11855,COCOc1ccc2CC3C4CCC(O)C5Oc1c2C45CC[NH+]3C,-1.959,-1.6698344688748084,-1.0,Wang et al. 2009,Overlap
11856,C[NH+](C)CC(O)c1ccc(Cl)c2ccccc12,-1.224,-2.4049223512028552,-1.0,Wang et al. 2009,Overlap
11857,CC[NH+](CC)CC(OC(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1,-2.844,-3.923588344059673,-1.0,Wang et al. 2009,Overlap
11858,COc1ccc2CC3C4C=CC(OC(C)=O)C5Oc1c2C45CC[NH+]3C,-1.301,-2.186959885629528,-1.0,Wang et al. 2009,Overlap
11859,[O-]S(=O)(=O)OC(C(=O)OCc1ccccc1)c1ccccc1,-1.503,-0.940345078790738,-1.0,Wang et al. 2009,Overlap
11860,NC(=[NH2+])NN=C1C=CC(=NNC(N)=[NH2+])c2ccccc12,-3.288,-1.933497931073408,-1.0,Wang et al. 2009,New
11861,[O-]c1c(cc([N+]([O-])=O)c2ccc(cc12)S([O-])(=O)=O)[N+]([O-])=O,-2.537,-1.2201805735497189,-1.0,Wang et al. 2009,Overlap
11862,CN(C)C(=O)c1ccc(Cl)cc1,-0.996,-1.0531020704635996,-1.0,Wang et al. 2009,Overlap
11863,COc1ccc(cc1)C(=O)NN,-1.151,-1.635908414598181,-1.0,Wang et al. 2009,Overlap
11864,COc1ccc(CN(CC[NH+](C)C)c2ncccn2)cc1,-2.988,-2.374628227685232,-1.0,Wang et al. 2009,Overlap
11865,CCC1(CC)C(=O)NC([O-])=NC1=O,-0.066,-1.945470725132195,-1.0,Wang et al. 2009,New
11866,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,-2.291,-4.340235736918114,0.9472192635991592,Wang et al. 2009,New
11869,Nc1c(ccc2ccccc12)S([O-])(=O)=O,-1.656,-1.7778240554229934,0.657500570341958,Wang et al. 2009,New
11872,COc1ccc2CC3C4CCC(OC(C)=O)C5Oc1c2C45CC[NH+]3C,-1.749,-2.269816498957528,-1.0,Wang et al. 2009,Overlap
11873,CC(C)CCOC(=O)C1C[NH+]2CCC1CC2C(O)c1ccnc2ccccc12,-1.414,-2.8221267924764093,-1.0,Wang et al. 2009,Overlap
11874,Cc1cc(O)ccc1S([O-])(=O)=O,-0.293,-0.7918130349180243,-1.0,Wang et al. 2009,Overlap
11875,CN(C)C(=O)c1ccc(cc1)[N+]([O-])=O,-1.267,-1.4622431913739646,-1.0,Wang et al. 2009,Overlap
11876,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc12,-3.755,-3.778031599632202,0.4772970773009194,Wang et al. 2009,Overlap
11878,C[NH+](C)CCCOC1(Cc2ccccc2)CCCCCC1,-1.619,-2.8419585658093256,-1.0,Wang et al. 2009,Overlap
11879,COC(=O)C(CO)NC(=O)C(Cl)Cl,-0.061,-0.5317655970117161,-1.0,Wang et al. 2009,Overlap
11880,[O-]C(=O)C1CCn2c1ccc2C(=O)c1ccccc1,-3.259,-3.082150254733783,2.1028795422651854,Wang et al. 2009,New
11883,CC[NH+](CC)C(C)CN1c2ccccc2Sc2ccccc12,-2.145,-3.9258938541420174,-1.0,Wang et al. 2009,Overlap
11884,CCO[P+](O)(Cc1ccc(cc1)-c1nc2ccccc2s1)N1CCCC1=O,-3.728,-1.4097829083421385,-1.0,Wang et al. 2009,New
11885,Fc1ccc(NC(=O)c2cccnc2Oc2cccc(c2)C(F)(F)F)c(F)c1,-6.897,-6.067918783247751,0.0015173990905495273,Wang et al. 2009,Overlap
11889,CCOC(=O)Cc1ccc(cc1)-c1nc2ccccc2s1,-4.359,-4.831161794433754,-1.0,Wang et al. 2009,Overlap
11890,CC(=O)OCSc1ncnc2[nH]cnc12,-2.144,-1.7922776398949367,0.004242640687119132,Wang et al. 2009,Overlap
11892,CC(C)CC(NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C([O-])=O,-1.76,-2.0401921884187453,0.0008485281374239205,Wang et al. 2009,Overlap
11894,CC(C)(CF)N1C=C(C([O-])=O)C(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1,-2.603,-3.0725871529610225,-1.0,Wang et al. 2009,Overlap
11895,[O-]C(=O)C1=CN(C2CC2)c2cc(N3CC4CC3C[NH2+]4)c(F)cc2C1=O,-3.648,-3.7382925734751296,-1.0,Wang et al. 2009,Overlap
11896,COC(=O)CNC(=O)C(CC#C)NC(=O)OC(C)(C)C,-1.454,-1.715578718721659,-1.0,Wang et al. 2009,Overlap
11897,[O-]C(=O)C1OC(OC1C1COC(O1)c1ccccc1)c1ccccc1,-2.454,-2.1437941324406062,0.0007071067811864697,Wang et al. 2009,Overlap
11899,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1,-1.297,-2.3620446321757385,-1.0,Wang et al. 2009,Overlap
11900,COC(=O)C(C)c1ccc2cc(OC)ccc2c1,-4.778,-4.475762268828433,-1.0,Wang et al. 2009,Overlap
11901,COC1=CC(=O)CC(C)C11Oc2cc(OC)cc(OC)c2C1=O,-3.699,-3.4636811334208244,0.0,Wang et al. 2009,Overlap
11903,CCCC1=CC(=O)N(CCC([O-])=O)C=C1,-2.106,-1.6835255736011543,-1.0,Wang et al. 2009,Overlap
11904,[O-]C(=O)CCCCCN1C=CC=CC1=O,-0.636,-0.7586771506940573,-1.0,Wang et al. 2009,Overlap
11905,CCOC1=C(CN(C(C)C)C1=O)[N+]([O-])=O,-4.331,-2.152587763180564,-1.0,Wang et al. 2009,New
